0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0.333333333333,0.666666666667,1.0,(97179,,93555)
11,3,1,2,567,236,83,49,50,11,3,3,8,2,0,2,191,3,39,130,2,2,49,0,96,3,97,24,293,53,393,376,0.107419371379,0.0551835458202,1.0,(10187,,2010)
0,0,0,0,28,19,3,0,3,0,0,0,6,4,0,0,160,224,47,0,23,0,0,0,137,33,172,0,13,3,145,0,0.0256126482213,0.0891832229581,1.0,(57788,,1300)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,1,2,0,0,0,0.0641025641026,0.0,1.0,(12556,,82085)
0,0,0,0,25,7,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,3,0,1027,46,110,53,0.5,0.0207557702599,1.0,(106794,,2363)
1,0,0,0,103,0,10,0,0,0,0,0,1,0,0,0,33,64,21,0,3,0,0,0,102,22,1191,6,14,0,87,0,0.0203817565334,0.083850931677,1.0,(5355,,30010)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,19,1,0.0,0.144927536232,1.0,(54171,,20573)
29,6,0,0,1192,541,189,1,119,2,1,0,0,0,0,2,7,2,0,40,0,0,25,0,82,1,295,5,434,71,5,76,0.0635579937304,0.0376927646724,1.0,(3775,,3805)
14,0,0,0,889,18,55,0,8,0,0,0,1,0,0,0,46,20,10,1,13,0,0,0,23,1,101,0,365,6,171,56,0.115531977601,0.0666840640223,1.0,(10785,,2040)
1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,590,58,82,331,0.333333333333,0.0359821558858,1.0,(50219,,1003)
11,0,0,0,78,0,0,0,0,0,0,0,6,0,0,0,29,0,1,0,0,0,0,0,46,0,97,1,65,0,65,0,0.125261755188,0.111298127498,1.0,(29909,,11793)
2,1,0,0,53,3,3,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,6,0,25,0,111,15,37,106,0.12,0.0911507936508,1.0,(15699,,949)
144,4,0,0,2451,4,550,0,37,0,0,0,24,4,0,1,872,257,324,36,56,6,0,0,399,22,1893,0,399,12,306,18,0.0344719817483,0.0736565552619,1.0,(167,,3879)
87,3,0,0,670,80,202,10,17,2,0,0,72,2,0,0,843,49,114,0,15,0,0,0,1246,43,426,50,186,7,105,0,0.0483676536156,0.288545968268,1.0,(450,,17048)
16,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,111,2,84,0,30,0,1,0,0.406875176106,0.670967741935,1.0,(58272,,11844)
0,0,0,0,0,82,0,0,13,10,0,4,0,0,0,0,1,0,0,0,0,0,0,0,175,6,79,55,2,37,2,0,0.0557667934094,0.0576923076923,-1.0,(9663,,16382)
20,1,0,1,1508,90,140,40,20,1,9,5,4,0,0,0,308,16,57,1,4,0,0,0,231,5,188,8,481,22,145,1,0.0615877406909,0.0852955551722,1.0,(12181,,4167)
4,0,0,0,342,28,55,0,7,0,0,0,1,0,0,0,95,115,10,17,9,7,0,2,121,39,250,0,140,6,64,17,0.071800989749,0.0441886553187,1.0,(2243,,20895)
1,3,0,0,25,66,11,2,11,2,0,0,4,0,0,0,60,0,12,0,0,0,0,0,51,1,74,26,27,20,61,0,0.0887619047619,0.108963585434,-1.0,(2414,,11168)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,1,0,1,0,0.0888888888889,0.0,1.0,(15663,,15665)
168,0,0,0,90,4,1,0,2,0,0,0,154,0,0,0,71,0,0,0,0,0,0,0,170,1,341,0,190,14,349,0,0.394855514856,0.382539007092,1.0,(56141,,57171)
2,0,0,0,25,0,3,0,1,0,0,0,0,0,0,1,5,0,2,1,1,2,0,0,27,2,17,1,83,5,5,10,0.130904183536,0.0876108018965,1.0,(30743,,1496)
0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,19,0,114,11,19,0,0.141935483871,0.0456997778483,1.0,(64732,,4025)
33,7,0,0,1530,392,284,28,26,2,2,1,1,0,0,0,148,44,33,0,4,1,0,0,90,6,188,3,1673,160,207,5,0.10204550678,0.0180884388432,1.0,(2043,,2292)
4,0,0,0,282,0,46,0,0,0,0,0,0,10,0,1,3,349,9,1,9,0,0,4,15,85,214,0,45,1,31,7,0.0880632411067,0.269973661106,1.0,(114220,,11305)
30,2,0,0,921,89,78,40,48,18,9,3,2,1,0,1,216,13,88,88,9,4,18,2,133,18,115,99,555,27,87,93,0.0652458777709,0.0572558037387,1.0,(2202,,3259)
93,5,0,2,2310,680,743,28,144,3,0,1,71,0,0,1,1587,75,204,15,27,4,125,4,531,22,353,16,624,52,219,6,0.0943028753994,0.0738305321224,1.0,(6800,,549)
2,0,0,0,14,1,3,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,81,1,149,0,13,1,15,6,0.148229280759,0.0812807881773,1.0,(15130,,21702)
2,2,0,0,72,51,13,0,11,0,0,0,4,0,0,1,233,1,18,36,0,0,5,0,197,5,67,10,111,10,56,11,0.0532212885154,0.068202764977,1.0,(1434,,3236)
15,1,0,0,960,12,214,0,5,0,0,0,0,2,0,0,230,303,74,5,64,0,0,1,121,39,250,0,309,13,153,112,0.071800989749,0.0431228694234,1.0,(2243,,8953)
22,0,0,0,711,23,109,0,11,0,0,0,1,1,1,1,143,86,5,111,19,54,10,35,41,16,206,1,100,5,36,53,0.206626984127,0.186450123398,1.0,(10973,,17377)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,156,0,2,0,2,0,0.0416739319965,0.0,1.0,(21157,,62804)
8,0,0,0,482,8,61,23,7,0,8,1,0,0,0,0,74,2,19,1,1,0,0,0,153,3,87,10,562,18,104,36,0.1016023471,0.0434821994746,1.0,(11914,,35)
16,0,0,0,68,0,1,0,0,0,0,0,9,0,0,0,109,0,0,0,0,0,0,0,51,0,110,0,66,0,108,0,0.196258064516,0.113558070866,1.0,(69088,,21187)
0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,97,23,48,53,0.333333333333,0.0465767909067,1.0,(125633,,3303)
44,5,1,0,1698,179,363,42,50,4,0,0,4,1,0,7,334,0,60,605,0,2,69,0,169,3,153,56,691,57,40,467,0.123514158282,0.0285624835457,1.0,(3139,,16973)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,4,66,25,0,3,0,0,0.0843761501656,0.333333333333,-1.0,(24273,,60621)
58,0,0,0,597,101,177,0,39,0,0,0,52,0,0,0,758,52,75,58,8,6,5,1,171,8,155,2,183,10,147,21,0.23654591023,0.156163994893,1.0,(66481,,63716)
5,0,0,0,191,14,5,0,2,0,0,0,3,1,0,1,141,0,8,3,0,0,0,0,98,1,96,0,110,3,180,4,0.232417326502,0.107368773826,1.0,(21194,,21621)
44,0,1,2,1904,26,434,63,10,2,45,1,12,0,0,1,908,49,301,32,10,1,8,1,236,3,116,19,1536,30,419,98,0.0982716692722,0.0257974373184,1.0,(3763,,366)
2,0,0,0,40,10,1,0,3,0,1,0,0,0,0,0,8,4,3,0,0,0,0,0,229,18,293,6,19,3,18,3,0.0513129573827,0.159244264507,1.0,(18601,,70062)
1,0,0,0,44,2,4,3,0,0,0,0,3,0,0,0,48,0,12,0,0,0,0,0,146,1,154,2,35,2,45,2,0.079640841157,0.0686944634313,1.0,(7283,,24449)
2,0,0,0,116,0,7,10,0,0,2,0,1,0,0,0,81,2,10,4,2,0,2,0,144,4,92,63,92,1,44,9,0.0577492092644,0.117372047244,1.0,(4195,,45474)
0,0,0,0,13,29,5,6,2,1,1,0,0,1,0,0,4,3,2,0,0,0,0,0,21,2,18,17,110,38,61,0,0.0399129172714,0.0800974569819,-1.0,(6379,,17996)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,1.0,(82637,,83694)
0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,14,109,357,3,1,1,0,0.0165500409066,0.833333333333,-1.0,(413,,104672)
0,3,10,6,0,123,12,103,27,1314,37,164,5,7,0,1,609,315,37,140,39,47,16,18,348,136,34,1137,39,153,108,19,0.0274390113578,0.0590629800307,-1.0,(1118,,5591)
0,0,0,0,13,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35,0,70,26,7,1,0.0904183535762,0.0728013977868,1.0,(67609,,1373)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1.0,0.333333333333,1.0,(113577,,113327)
0,1,0,0,162,308,34,0,51,3,0,0,1,0,0,1,68,1,6,124,0,10,50,8,116,3,66,1,190,75,58,116,0.097213037317,0.0821504431261,1.0,(22431,,1509)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.0,0.0,-1.0,(28716,,28717)
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,47,0,32,3,6,1,0.0310283687943,0.305832147937,1.0,(56777,,11974)
13,0,0,0,337,15,20,0,0,0,0,0,14,0,0,0,339,0,10,1,0,0,0,0,51,0,40,0,111,3,106,1,0.281287726358,0.331576698476,1.0,(92837,,17015)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,245,9,1,0,1,1,0.023853820598,0.0,1.0,(21639,,63598)
15,0,0,0,175,0,1,0,0,0,0,0,15,0,0,0,147,0,0,0,0,0,0,0,83,1,137,0,66,0,108,0,0.146784821631,0.113558070866,1.0,(26234,,21187)
5,0,0,0,49,2,0,0,0,0,0,0,2,0,0,0,59,0,1,0,0,0,0,0,43,1,145,0,41,2,59,0,0.248483177055,0.141831852358,1.0,(7997,,51228)
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1040,27,125,234,1.0,0.0238051067562,-1.0,(129653,,1334)
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,18,0,4,0,5,0,0.0684210526316,0.428571428571,1.0,(24166,,27199)
2,0,0,0,36,29,2,4,0,0,0,0,0,1,0,0,1,6,1,0,8,1,0,0,34,7,70,12,43,2,21,2,0.0500173070267,0.166317260657,1.0,(20493,,12905)
33,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,40,0,92,10,76,0,0.600340136054,0.755772113943,1.0,(53055,,57363)
14,1,0,0,427,41,61,1,16,0,0,0,2,0,0,0,43,44,27,4,28,5,1,1,91,14,556,2,55,5,55,12,0.0586025989082,0.15472723743,1.0,(12320,,2503)
0,0,0,2,11,11,12,10,4,7,1,0,1,0,0,0,45,5,5,2,1,1,1,0,58,5,9,32,115,48,91,6,0.0219072164948,0.0935795403738,1.0,(21282,,1820)
1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,33,1,0,3,0,0,1,0,220,9,109,3,9,3,16,5,0.0656665139716,0.108465608466,1.0,(5650,,16755)
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,5,10,0,6,0,11,0,0.163742690058,0.179487179487,1.0,(44944,,69556)
34,1,0,0,1390,95,491,81,14,1,6,1,31,2,0,0,1393,5,236,0,3,0,0,0,1536,30,419,98,241,8,81,1,0.0257974373184,0.152926604448,1.0,(366,,197)
23,0,0,0,10,0,0,0,0,0,0,0,24,0,0,0,11,0,0,0,0,0,0,0,46,0,50,0,26,0,29,0,0.381144781145,0.779310344828,1.0,(11141,,17720)
2,0,0,0,101,0,20,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,24,0,77,32,80,1,43,0,0.0391201099863,0.115555555556,1.0,(23032,,19299)
